billing_account_id,service.id,service.description,sku.id,sku.description,usage_start_time,usage_end_time,project.id,project.number,project.name,project.ancestry_numbers,project.labels,location.location,location.country,location.region,location.zone,export_time,cost,currency,currency_conversion_rate,usage.amount,usage.unit,usage.amount_in_pricing_units,usage.pricing_unit,credits,invoice.month,cost_type,adjustment_info.id,adjustment_info.description,adjustment_info.mode,system_labels,resource.name,resource.global_name,price.effective_price,price.tier,price.tiered_rates
01A2B3-C4D5E6-F7G8H9,cloudstorage,CloudStorage,7D2D-AB84-E20E,Cloud Storage Archive in us-west1,2025-03-20T04:00:00,2025-03-20T05:00:00,manufacturing-manufacturing-analytics-05fe,4395539774,Manufacturing Manufacturing Analytics,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-CloudStorage"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-4240"", ""use-case"": ""Enterprise Integration"", ""version"": ""3-0"", ""data-classification"": ""confidential"", ""requestor"": ""john.doe@example.com"", ""compliance-gdpr"": ""out-of-scope"", ""compliance-sox"": ""in-scope"", ""managed-by"": ""devops"", ""public-access"": ""allowed-read-only"", ""encryption"": ""google-managed"", ""lifecycle-policy"": ""1-year-deletion"", ""service-tier"": ""cloudstorage-standard"", ""team"": ""security"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production""}",us-west1,US,us-west1,,2025-03-20T07:00:00,14.469822142244677,USD,1.0,665.323228164386,GiB-month,665.323228164386,GiB-month,[],2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi-archive-gjl90pwr"", ""goog-resource-family"": ""cloudstorage"", ""goog-creation-time"": ""2024-11-10T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""storage.googleapis.com/bucket_id"": ""eace2cb4f09cfe7d4cd7d047051db527"", ""storage.googleapis.com/bucket_name"": ""mi-archive-gjl90pwr"", ""storage.googleapis.com/storage_class"": ""COLDLINE"", ""storage.googleapis.com/location_type"": ""REGIONAL"", ""storage.googleapis.com/location"": ""us-west1""}",mi-archive-gjl90pwr,//cloudresourcemanager.googleapis.com/projects/manufacturing-manufacturing-analytics-05fe/services/cloudstorage/resources/mi-archive-gjl90pwr,0.02174855999266197,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1024"", ""unit_price"": 0.02174855999266197, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""1024"", ""end_usage_amount"": ""10240"", ""unit_price"": 0.019573703993395773, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""10240"", ""end_usage_amount"": ""51200"", ""unit_price"": 0.017398847994129576, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""51200"", ""end_usage_amount"": null, ""unit_price"": 0.015223991994863378, ""unit"": ""GiB-month""}]"
01A2B3-C4D5E6-F7G8H9,cloudstorage,CloudStorage,7D2D-AB84-E20E,Cloud Storage Write in us-west1,2025-03-20T00:00:00,2025-03-20T19:00:00,manufacturing-manufacturing-analytics-05fe,4395539774,Manufacturing Manufacturing Analytics,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-CloudStorage"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-3851"", ""use-case"": ""Enterprise Integration"", ""data-classification"": ""confidential"", ""department"": ""sales"", ""requestor"": ""project-manager@example.com"", ""compliance-status"": ""exempted"", ""compliance-hipaa"": ""required"", ""deployment-group"": ""main"", ""iac"": ""false"", ""optimization-priority"": ""balanced"", ""encryption"": ""customer-managed"", ""storage-class"": ""archive"", ""public-access"": ""controlled"", ""lifecycle-policy"": ""90-day-archive"", ""service-tier"": ""cloudstorage-basic"", ""team"": ""sre"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production"", ""backup-frequency"": ""daily"", ""auto-shutdown"": ""nights"", ""owner"": ""cloud-admin@example.com"", ""security-level"": ""low"", ""allow-spot"": ""true"", ""budget-alert"": ""high""}",us-west1,US,us-west1,,2025-03-20T20:00:00,14.469822142244677,USD,1.0,692.9004309461101,GiB-month,692.9004309461101,GiB-month,"[{""name"": ""Committed Use Discount"", ""full_name"": ""Committed Use Discount: 1 year"", ""type"": ""cud-1yr"", ""id"": ""cud-1yr-414f8ac2"", ""amount"": -3.995250493018424}]",2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi-media-gjl90pwr"", ""goog-resource-family"": ""cloudstorage"", ""goog-creation-time"": ""2025-01-25T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""storage.googleapis.com/bucket_id"": ""ae455684c256046500dec7638a19157b"", ""storage.googleapis.com/bucket_name"": ""mi-media-gjl90pwr"", ""storage.googleapis.com/storage_class"": ""STANDARD"", ""storage.googleapis.com/location_type"": ""MULTI_REGIONAL"", ""storage.googleapis.com/location"": ""US""}",mi-media-gjl90pwr,//cloudresourcemanager.googleapis.com/projects/manufacturing-manufacturing-analytics-05fe/services/cloudstorage/resources/mi-media-gjl90pwr,0.020882974661290202,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1024"", ""unit_price"": 0.020882974661290202, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""1024"", ""end_usage_amount"": ""10240"", ""unit_price"": 0.01879467719516118, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""10240"", ""end_usage_amount"": ""51200"", ""unit_price"": 0.01670637972903216, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""51200"", ""end_usage_amount"": null, ""unit_price"": 0.01461808226290314, ""unit"": ""GiB-month""}]"
01A2B3-C4D5E6-F7G8H9,cloudstorage,CloudStorage,7D2D-AB84-E20E,Cloud Storage Archive in us-west1,2025-03-20T01:00:00,2025-03-20T23:00:00,manufacturing-manufacturing-analytics-05fe,4395539774,Manufacturing Manufacturing Analytics,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-CloudStorage"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-3851"", ""use-case"": ""Enterprise Integration"", ""data-classification"": ""confidential"", ""department"": ""sales"", ""requestor"": ""project-manager@example.com"", ""compliance-status"": ""exempted"", ""compliance-hipaa"": ""required"", ""deployment-group"": ""main"", ""iac"": ""false"", ""optimization-priority"": ""balanced"", ""encryption"": ""customer-managed"", ""storage-class"": ""archive"", ""public-access"": ""controlled"", ""lifecycle-policy"": ""90-day-archive"", ""service-tier"": ""cloudstorage-basic"", ""team"": ""sre"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production"", ""backup-frequency"": ""daily"", ""auto-shutdown"": ""nights"", ""owner"": ""cloud-admin@example.com"", ""security-level"": ""low"", ""allow-spot"": ""true"", ""budget-alert"": ""high""}",us-west1,US,us-west1,,2025-03-21T03:00:00,7.23491107112234,USD,1.0,375.37588630629614,GiB-month,375.37588630629614,GiB-month,[],2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi-media-gjl90pwr"", ""goog-resource-family"": ""cloudstorage"", ""goog-creation-time"": ""2025-03-27T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""storage.googleapis.com/bucket_id"": ""ae455684c256046500dec7638a19157b"", ""storage.googleapis.com/bucket_name"": ""mi-media-gjl90pwr"", ""storage.googleapis.com/storage_class"": ""COLDLINE"", ""storage.googleapis.com/location_type"": ""MULTI_REGIONAL"", ""storage.googleapis.com/location"": ""US""}",mi-media-gjl90pwr,//cloudresourcemanager.googleapis.com/projects/manufacturing-manufacturing-analytics-05fe/services/cloudstorage/resources/mi-media-gjl90pwr,0.019273776859547277,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1024"", ""unit_price"": 0.019273776859547277, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""1024"", ""end_usage_amount"": ""10240"", ""unit_price"": 0.01734639917359255, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""10240"", ""end_usage_amount"": ""51200"", ""unit_price"": 0.015419021487637822, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""51200"", ""end_usage_amount"": null, ""unit_price"": 0.013491643801683093, ""unit"": ""GiB-month""}]"
01A2B3-C4D5E6-F7G8H9,cloudstorage,CloudStorage,7D2D-AB84-E20E,Cloud Storage Archive in us-west1,2025-03-20T00:00:00,2025-03-20T23:00:00,manufacturing-manufacturing-analytics-05fe,4395539774,Manufacturing Manufacturing Analytics,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-CloudStorage"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-3851"", ""use-case"": ""Enterprise Integration"", ""data-classification"": ""confidential"", ""department"": ""sales"", ""requestor"": ""project-manager@example.com"", ""compliance-status"": ""exempted"", ""compliance-hipaa"": ""required"", ""deployment-group"": ""main"", ""iac"": ""false"", ""optimization-priority"": ""balanced"", ""encryption"": ""customer-managed"", ""storage-class"": ""archive"", ""public-access"": ""controlled"", ""lifecycle-policy"": ""90-day-archive"", ""service-tier"": ""cloudstorage-basic"", ""team"": ""sre"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production"", ""backup-frequency"": ""daily"", ""auto-shutdown"": ""nights"", ""owner"": ""cloud-admin@example.com"", ""security-level"": ""low"", ""allow-spot"": ""true"", ""budget-alert"": ""high""}",us-west1,US,us-west1,,2025-03-21T00:00:00,7.23491107112234,USD,1.0,393.83249403777467,GiB-month,393.83249403777467,GiB-month,[],2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi-media-gjl90pwr"", ""goog-resource-family"": ""cloudstorage"", ""goog-creation-time"": ""2024-12-23T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""storage.googleapis.com/bucket_id"": ""ae455684c256046500dec7638a19157b"", ""storage.googleapis.com/bucket_name"": ""mi-media-gjl90pwr"", ""storage.googleapis.com/storage_class"": ""NEARLINE"", ""storage.googleapis.com/location_type"": ""REGIONAL"", ""storage.googleapis.com/location"": ""us-west1""}",mi-media-gjl90pwr,//cloudresourcemanager.googleapis.com/projects/manufacturing-manufacturing-analytics-05fe/services/cloudstorage/resources/mi-media-gjl90pwr,0.018370528538532424,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1024"", ""unit_price"": 0.018370528538532424, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""1024"", ""end_usage_amount"": ""10240"", ""unit_price"": 0.016533475684679184, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""10240"", ""end_usage_amount"": ""51200"", ""unit_price"": 0.01469642283082594, ""unit"": ""GiB-month""}, {""start_usage_amount"": ""51200"", ""end_usage_amount"": null, ""unit_price"": 0.012859369976972696, ""unit"": ""GiB-month""}]"
01A2B3-C4D5E6-F7G8H9,bigquery,BigQuery,95FF-2EF5-5EA1,BigQuery BI_Engine in us-west1,2025-03-20T01:00:00,2025-03-20T22:00:00,manufacturing-iot-888803,888800000003,Manufacturing IoT,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-BigQuery"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-1667"", ""use-case"": ""Enterprise Integration"", ""data-classification"": ""confidential"", ""department"": ""engineering"", ""managed-by"": ""platform"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production""}",us-west1,US,us-west1,,2025-03-21T02:00:00,13.33851819189506,USD,1.0,609.2572045118972,TiB,609.2572045118972,TiB,[],2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi_metrics_un4m"", ""goog-resource-family"": ""bigquery"", ""goog-creation-time"": ""2025-03-16T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""bigquery.googleapis.com/dataset_id"": ""metrics"", ""bigquery.googleapis.com/table_id"": ""table_7a22df91""}",mi_metrics_un4m,//cloudresourcemanager.googleapis.com/projects/manufacturing-iot-888803/services/bigquery/resources/mi_metrics_un4m,0.021893082417599206,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1"", ""unit_price"": 0.021893082417599206, ""unit"": ""TiB""}, {""start_usage_amount"": ""1"", ""end_usage_amount"": ""10"", ""unit_price"": 0.018609120054959325, ""unit"": ""TiB""}, {""start_usage_amount"": ""10"", ""end_usage_amount"": null, ""unit_price"": 0.014230503571439485, ""unit"": ""TiB""}]"
01A2B3-C4D5E6-F7G8H9,bigquery,BigQuery,95FF-2EF5-5EA1,BigQuery Streaming in us-west1,2025-03-20T20:00:00,2025-03-20T21:00:00,manufacturing-iot-888803,888800000003,Manufacturing IoT,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-BigQuery"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-1667"", ""use-case"": ""Enterprise Integration"", ""data-classification"": ""confidential"", ""department"": ""engineering"", ""managed-by"": ""platform"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production""}",us-west1,US,us-west1,,2025-03-21T00:00:00,8.892345461263371,USD,1.0,478.495554387366,TiB,478.495554387366,TiB,[],2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi_metrics_un4m"", ""goog-resource-family"": ""bigquery"", ""goog-creation-time"": ""2024-10-18T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""bigquery.googleapis.com/dataset_id"": ""metrics"", ""bigquery.googleapis.com/table_id"": ""table_7a22df91""}",mi_metrics_un4m,//cloudresourcemanager.googleapis.com/projects/manufacturing-iot-888803/services/bigquery/resources/mi_metrics_un4m,0.018583966725978347,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1"", ""unit_price"": 0.018583966725978347, ""unit"": ""TiB""}, {""start_usage_amount"": ""1"", ""end_usage_amount"": ""10"", ""unit_price"": 0.015796371717081596, ""unit"": ""TiB""}, {""start_usage_amount"": ""10"", ""end_usage_amount"": null, ""unit_price"": 0.012079578371885925, ""unit"": ""TiB""}]"
01A2B3-C4D5E6-F7G8H9,bigquery,BigQuery,C1D7-8D28-4658,BigQuery Analysis in us-west1,2025-03-20T09:00:00,2025-03-20T23:00:00,manufacturing-iot-888803,888800000003,Manufacturing IoT,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-BigQuery"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-1667"", ""use-case"": ""Enterprise Integration"", ""data-classification"": ""confidential"", ""department"": ""engineering"", ""managed-by"": ""platform"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production""}",us-west1,US,us-west1,,2025-03-21T01:00:00,5.928230307508915,USD,1.0,299.49116567298944,TiB,299.49116567298944,TiB,[],2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi_metrics_un4m"", ""goog-resource-family"": ""bigquery"", ""goog-creation-time"": ""2024-12-07T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""bigquery.googleapis.com/dataset_id"": ""metrics"", ""bigquery.googleapis.com/table_id"": ""table_7a22df91""}",mi_metrics_un4m,//cloudresourcemanager.googleapis.com/projects/manufacturing-iot-888803/services/bigquery/resources/mi_metrics_un4m,0.019794341159237644,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1"", ""unit_price"": 0.019794341159237644, ""unit"": ""TiB""}, {""start_usage_amount"": ""1"", ""end_usage_amount"": ""10"", ""unit_price"": 0.016825189985351995, ""unit"": ""TiB""}, {""start_usage_amount"": ""10"", ""end_usage_amount"": null, ""unit_price"": 0.012866321753504469, ""unit"": ""TiB""}]"
01A2B3-C4D5E6-F7G8H9,bigquery,BigQuery,5639-B2D4-6174,BigQuery Analysis in us-west1,2025-03-20T17:00:00,2025-03-20T23:00:00,manufacturing-iot-888803,888800000003,Manufacturing IoT,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-BigQuery"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-2529"", ""use-case"": ""Enterprise Integration"", ""backup-frequency"": ""monthly"", ""auto-shutdown"": ""weekends"", ""deployment-group"": ""green"", ""iac"": ""false"", ""team"": ""devops"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production"", ""data-classification"": ""restricted"", ""department"": ""research"", ""created-by"": ""deployment-manager"", ""auto-scaling"": ""enabled"", ""rightsizing"": ""oversized"", ""service-tier"": ""bigquery-standard""}",us-west1,US,us-west1,,2025-03-21T01:00:00,5.928230307508915,USD,1.0,282.2348130375552,TiB,282.2348130375552,TiB,[],2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi_analytics_un4m"", ""goog-resource-family"": ""bigquery"", ""goog-creation-time"": ""2024-10-22T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""bigquery.googleapis.com/dataset_id"": ""analytics"", ""bigquery.googleapis.com/table_id"": ""table_471888b9""}",mi_analytics_un4m,//cloudresourcemanager.googleapis.com/projects/manufacturing-iot-888803/services/bigquery/resources/mi_analytics_un4m,0.02100460337867704,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1"", ""unit_price"": 0.02100460337867704, ""unit"": ""TiB""}, {""start_usage_amount"": ""1"", ""end_usage_amount"": ""10"", ""unit_price"": 0.017853912871875485, ""unit"": ""TiB""}, {""start_usage_amount"": ""10"", ""end_usage_amount"": null, ""unit_price"": 0.013652992196140077, ""unit"": ""TiB""}]"
01A2B3-C4D5E6-F7G8H9,bigquery,BigQuery,95FF-2EF5-5EA1,BigQuery Streaming in us-west1,2025-03-20T00:00:00,2025-03-20T23:00:00,manufacturing-iot-888803,888800000003,Manufacturing IoT,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-BigQuery"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-2529"", ""use-case"": ""Enterprise Integration"", ""backup-frequency"": ""monthly"", ""auto-shutdown"": ""weekends"", ""deployment-group"": ""green"", ""iac"": ""false"", ""team"": ""devops"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production"", ""data-classification"": ""restricted"", ""department"": ""research"", ""created-by"": ""deployment-manager"", ""auto-scaling"": ""enabled"", ""rightsizing"": ""oversized"", ""service-tier"": ""bigquery-standard""}",us-west1,US,us-west1,,2025-03-21T03:00:00,2.9641151537544577,USD,1.0,153.96256075564906,TiB,153.96256075564906,TiB,[],2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi_analytics_un4m"", ""goog-resource-family"": ""bigquery"", ""goog-creation-time"": ""2024-11-19T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""bigquery.googleapis.com/dataset_id"": ""analytics"", ""bigquery.googleapis.com/table_id"": ""table_471888b9""}",mi_analytics_un4m,//cloudresourcemanager.googleapis.com/projects/manufacturing-iot-888803/services/bigquery/resources/mi_analytics_un4m,0.019252181434282235,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1"", ""unit_price"": 0.019252181434282235, ""unit"": ""TiB""}, {""start_usage_amount"": ""1"", ""end_usage_amount"": ""10"", ""unit_price"": 0.0163643542191399, ""unit"": ""TiB""}, {""start_usage_amount"": ""10"", ""end_usage_amount"": null, ""unit_price"": 0.012513917932283453, ""unit"": ""TiB""}]"
01A2B3-C4D5E6-F7G8H9,bigquery,BigQuery,5639-B2D4-6174,BigQuery BI_Engine in us-west1,2025-03-20T13:00:00,2025-03-20T18:00:00,manufacturing-iot-888803,888800000003,Manufacturing IoT,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-BigQuery"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-2529"", ""use-case"": ""Enterprise Integration"", ""backup-frequency"": ""monthly"", ""auto-shutdown"": ""weekends"", ""deployment-group"": ""green"", ""iac"": ""false"", ""team"": ""devops"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production"", ""data-classification"": ""restricted"", ""department"": ""research"", ""created-by"": ""deployment-manager"", ""auto-scaling"": ""enabled"", ""rightsizing"": ""oversized"", ""service-tier"": ""bigquery-standard""}",us-west1,US,us-west1,,2025-03-20T21:00:00,2.964115153754457,USD,1.0,153.6300398223136,TiB,153.6300398223136,TiB,[],2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi_analytics_un4m"", ""goog-resource-family"": ""bigquery"", ""goog-creation-time"": ""2025-02-19T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""bigquery.googleapis.com/dataset_id"": ""analytics"", ""bigquery.googleapis.com/table_id"": ""table_471888b9""}",mi_analytics_un4m,//cloudresourcemanager.googleapis.com/projects/manufacturing-iot-888803/services/bigquery/resources/mi_analytics_un4m,0.019293851366456147,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1"", ""unit_price"": 0.019293851366456147, ""unit"": ""TiB""}, {""start_usage_amount"": ""1"", ""end_usage_amount"": ""10"", ""unit_price"": 0.016399773661487725, ""unit"": ""TiB""}, {""start_usage_amount"": ""10"", ""end_usage_amount"": null, ""unit_price"": 0.012541003388196496, ""unit"": ""TiB""}]"
01A2B3-C4D5E6-F7G8H9,bigquery,BigQuery,C1D7-8D28-4658,BigQuery BI_Engine in us-west1,2025-03-20T03:00:00,2025-03-20T22:00:00,manufacturing-prod-444403,444400000003,Manufacturing Production,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-BigQuery"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-1667"", ""use-case"": ""Enterprise Integration"", ""data-classification"": ""confidential"", ""department"": ""engineering"", ""managed-by"": ""platform"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production""}",us-west1,US,us-west1,,2025-03-20T23:00:00,24.009332745411108,USD,1.0,1.0,TiB,1.0,TiB,[],2025-03,tax,,,,"{""compute.googleapis.com/resource_name"": ""mi_metrics_un4m"", ""goog-resource-family"": ""bigquery"", ""goog-creation-time"": ""2024-11-25T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""bigquery.googleapis.com/dataset_id"": ""metrics"", ""bigquery.googleapis.com/table_id"": ""table_7a22df91""}",mi_metrics_un4m,//cloudresourcemanager.googleapis.com/projects/manufacturing-prod-444403/services/bigquery/resources/mi_metrics_un4m,24.009332745411108,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1"", ""unit_price"": 24.009332745411108, ""unit"": ""TiB""}, {""start_usage_amount"": ""1"", ""end_usage_amount"": ""10"", ""unit_price"": 20.407932833599443, ""unit"": ""TiB""}, {""start_usage_amount"": ""10"", ""end_usage_amount"": null, ""unit_price"": 15.60606628451722, ""unit"": ""TiB""}]"
01A2B3-C4D5E6-F7G8H9,bigquery,BigQuery,C1D7-8D28-4658,BigQuery Streaming in us-west1,2025-03-20T03:00:00,2025-03-20T19:00:00,manufacturing-prod-444403,444400000003,Manufacturing Production,organizations/12345678901,"{""name"": ""SmartFactoryIoTPlatform-BigQuery"", ""project"": ""SmartFactoryIoTPlatform"", ""business-unit"": ""Manufacturing"", ""environment"": ""non-production"", ""cost-center"": ""Manufacturing-2529"", ""use-case"": ""Enterprise Integration"", ""backup-frequency"": ""monthly"", ""auto-shutdown"": ""weekends"", ""deployment-group"": ""green"", ""iac"": ""false"", ""team"": ""devops"", ""cost-allocation"": ""shared"", ""allocation-method"": ""direct"", ""chargeback-entity"": ""Manufacturing"", ""showback-category"": ""non-production"", ""data-classification"": ""restricted"", ""department"": ""research"", ""created-by"": ""deployment-manager"", ""auto-scaling"": ""enabled"", ""rightsizing"": ""oversized"", ""service-tier"": ""bigquery-standard""}",us-west1,US,us-west1,,2025-03-20T23:00:00,108.04199735434999,USD,1.0,5676.861800952902,TiB,5676.861800952902,TiB,[],2025-03,regular,,,,"{""compute.googleapis.com/resource_name"": ""mi_analytics_un4m"", ""goog-resource-family"": ""bigquery"", ""goog-creation-time"": ""2024-10-22T23:04:41Z"", ""cloud.googleapis.com/location"": ""us-west1"", ""bigquery.googleapis.com/dataset_id"": ""analytics"", ""bigquery.googleapis.com/table_id"": ""table_471888b9""}",mi_analytics_un4m,//cloudresourcemanager.googleapis.com/projects/manufacturing-prod-444403/services/bigquery/resources/mi_analytics_un4m,0.019031993580716437,Standard,"[{""start_usage_amount"": ""0"", ""end_usage_amount"": ""1"", ""unit_price"": 0.019031993580716437, ""unit"": ""TiB""}, {""start_usage_amount"": ""1"", ""end_usage_amount"": ""10"", ""unit_price"": 0.016177194543608973, ""unit"": ""TiB""}, {""start_usage_amount"": ""10"", ""end_usage_amount"": null, ""unit_price"": 0.012370795827465685, ""unit"": ""TiB""}]"
