cloud,multi_cloud_project,date,service,resource_id,cost,account_id,region,usage_quantity,usage_unit
aws,CloudExpansionMediaServices,2025-03-20,MediaConvert,mediaconvert-resource-6d04ebc5,2.0439072494135027,444400000005,us-gov-east-1,289.2891686166702,Minutes
aws,CloudExpansionMediaServices,2025-03-20,MediaConvert,mediaconvert-resource-d8c238e0,19.605373484505837,333300000005,us-gov-east-1,2469.003077085765,Minutes
aws,CloudExpansionMediaServices,2025-03-20,MediaConvert,mediaconvert-resource-d8c238e0,9.802686742252918,333300000005,us-gov-east-1,1351.5760193046303,Minutes
aws,CloudExpansionMediaServices,2025-03-20,MediaConvert,mediaconvert-resource-4371384d,9.802686742252918,333300000005,us-gov-east-1,1191.685035654407,Minutes
aws,CloudExpansionMediaServices,2025-03-20,MediaLive,medialive-resource-d213a31a,5048.383672260253,444400000005,us-gov-east-1,17142.18978279722,Hours
aws,CloudExpansionMediaServices,2025-03-20,MediaLive,medialive-resource-d213a31a,3786.2877541951893,444400000005,us-gov-east-1,14859.670803377661,Hours
aws,CloudExpansionMediaServices,2025-03-20,MediaLive,medialive-resource-d213a31a,2839.715815646392,444400000005,us-gov-east-1,10161.244012885098,Hours
aws,CloudExpansionMediaServices,2025-03-20,MediaLive,medialive-resource-d213a31a,2129.786861734794,444400000005,us-gov-east-1,8362.11491869642,Hours
aws,CloudExpansionMediaServices,2025-03-20,MediaLive,medialive-resource-fcb0de6d,6389.360585204381,444400000005,us-gov-east-1,23526.02979645966,Hours
aws,CloudExpansionMediaServices,2025-03-20,MediaLive,medialive-resource-5769efd9,2.2737367544323206e-13,444400000005,us-gov-east-1,8.820521380996201e-13,Hours
aws,CloudExpansionMediaServices,2025-03-20,MediaLive,medialive-resource-5769efd9,1.7053025658242402e-13,444400000005,us-gov-east-1,5.739398571149704e-13,Hours
aws,CloudExpansionMediaServices,2025-03-20,MediaLive,medialive-resource-5769efd9,1.2789769243681804e-14,444400000005,us-gov-east-1,1.0,Hours
aws,CloudExpansionMediaServices,2025-03-20,MediaLive,medialive-resource-5769efd9,1.247002501258976e-13,444400000005,us-gov-east-1,4.697999046061487e-13,Hours
aws,CloudExpansionMediaServices,2025-03-20,MediaLive,medialive-resource-d213a31a,10096.767344520506,333300000005,us-gov-east-1,38480.959021294846,Hours
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-e9e846a3,102.92821079365565,444400000005,us-gov-east-1,1198.8385977794114,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-e9e846a3,180.12436888889735,444400000005,us-gov-east-1,2293.0837905665835,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-e9e846a3,67.5466383333365,444400000005,us-gov-east-1,765.5503772124969,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-e9e846a3,118.2066170833389,444400000005,us-gov-east-1,1269.6420224444992,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-bcdc3fcd,118.20661708333887,444400000005,us-gov-east-1,1485.9316761954321,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-bcdc3fcd,78.80441138889258,444400000005,us-gov-east-1,1017.7905649264658,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-bcdc3fcd,52.536274259261724,444400000005,us-gov-east-1,684.881937964552,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-ebcad726,26.268137129630865,444400000005,us-gov-east-1,325.13236464749673,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-ebcad726,39.402205694446295,444400000005,us-gov-east-1,451.857167025738,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-e9e846a3,106.31082804978516,333300000005,us-gov-east-1,1187.8896953727487,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-e9e846a3,26.577707012446297,333300000005,us-gov-east-1,325.88689782849406,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-bcdc3fcd,79.73312103733889,333300000005,us-gov-east-1,895.057949780114,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-4d2d38e5,66.36372902501742,333300000005,ap-northeast-2,767.6491110375564,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-4d2d38e5,44.24248601667828,333300000005,ap-northeast-2,539.8190686113765,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-4d2d38e5,29.494990677785527,333300000005,ap-northeast-2,336.07193747135733,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-64b27b54,19.663327118523682,333300000005,ap-northeast-2,250.58187745889276,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-64b27b54,13.108884745682454,333300000005,ap-northeast-2,169.3184699098302,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-64b27b54,8.739256497121636,333300000005,ap-northeast-2,112.94326866757957,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-02da02ee,4.369628248560819,333300000005,ap-northeast-2,46.96328537262264,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-02da02ee,3.277221186420614,333300000005,ap-northeast-2,38.156794118125234,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-02da02ee,2.4579158898154603,333300000005,ap-northeast-2,31.066649055319065,GB
aws,CloudExpansionMediaServices,2025-03-20,CloudFront,distribution-02da02ee,1.8434369173615952,333300000005,ap-northeast-2,21.763667824204983,GB
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-1d75ec22,4019.101564323695,444400000005,us-gov-east-1,39329.758535253044,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-1d75ec22,1004.775391080924,444400000005,us-gov-east-1,10820.050789635312,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-eff69758,1507.163086621386,444400000005,us-gov-east-1,15177.101842128845,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-605191d3,188.39538582767324,444400000005,us-gov-east-1,1716.5392073974633,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-605191d3,32.96919251984282,444400000005,us-gov-east-1,1.0,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-605191d3,321.44962706846746,444400000005,us-gov-east-1,3167.108766700165,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-605191d3,241.0872203013506,444400000005,us-gov-east-1,2246.823780860864,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-1d75ec22,2009.5507821618478,333300000005,us-gov-east-1,20707.109035576024,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-1d75ec22,1004.7753910809238,333300000005,us-gov-east-1,9537.550696493086,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-eff69758,1004.7753910809239,333300000005,us-gov-east-1,10168.097019555704,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-605191d3,3.7895612573872014e-14,333300000005,us-gov-east-1,3.854703359317313e-13,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-605191d3,2.5263741715914672e-14,333300000005,us-gov-east-1,2.646788573369173e-13,Hrs
aws,CloudExpansionMediaServices,2025-03-20,ElasticSearch,elasticsearch-resource-605191d3,8.421247238638224e-15,333300000005,us-gov-east-1,7.938233455403679e-14,Hrs
aws,CloudExpansionMediaServices,2025-03-20,Lambda,lambda-function-8659c255cb68,0.13083319238660227,444400000005,us-gov-east-1,8512.524134379735,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-20,Lambda,lambda-function-8659c255cb68,0.08722212825773486,444400000005,us-gov-east-1,5521.693509136258,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-20,Lambda,lambda-function-8659c255cb68,0.05814808550515658,444400000005,us-gov-east-1,3327.3322362150698,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-20,Lambda,lambda-function-4ad10f846ee6,0.029074042752578293,444400000005,us-gov-east-1,1793.582646907509,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-20,Lambda,lambda-function-4ad10f846ee6,0.021805532064433718,444400000005,us-gov-east-1,1278.6343977462566,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-20,Lambda,lambda-function-4ad10f846ee6,0.008177074524162643,444400000005,us-gov-east-1,537.760517395024,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-20,Lambda,lambda-function-4ad10f846ee6,0.014309880417284626,444400000005,us-gov-east-1,823.4411444448253,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-20,Lambda,lambda-function-4a57e25b011b,0.021464820625926938,444400000005,us-gov-east-1,1348.300939025729,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-20,Lambda,lambda-function-4a57e25b011b,0.010732410312963469,444400000005,us-gov-east-1,585.859392312747,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-20,Lambda,lambda-function-8659c255cb68,0.1962497885799034,333300000005,us-gov-east-1,12756.36798458873,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-f8608375,2053.7445850934896,444400000005,us-gov-east-1,41460.48329369867,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-f8608375,1540.3084388201173,444400000005,us-gov-east-1,31600.601428068283,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-f8608375,1155.231329115088,444400000005,us-gov-east-1,25132.495063715272,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-f8608375,866.4234968363161,444400000005,us-gov-east-1,17851.158720206447,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-e2ebdb47,866.4234968363161,444400000005,us-gov-east-1,17062.571872678414,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-e2ebdb47,577.6156645575439,444400000005,us-gov-east-1,11423.760625056742,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-e2ebdb47,192.5385548525147,444400000005,us-gov-east-1,3620.216277057976,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-168645a8,320.8975914208578,444400000005,us-gov-east-1,6672.876130510958,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-168645a8,213.9317276139052,444400000005,us-gov-east-1,4365.254877534891,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-168645a8,142.62115174260347,444400000005,us-gov-east-1,2946.1726151462535,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-f8608375,2121.238538594215,333300000005,us-gov-east-1,44450.81357504633,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-b14232e0,1986.2506315927644,333300000005,ap-northeast-2,37669.407462034505,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-1f64f691,7.579122514774403e-14,333300000005,ap-northeast-2,1.659073465608535e-12,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-1f64f691,5.052748343182934e-14,333300000005,ap-northeast-2,1.0503783670954381e-12,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-1f64f691,3.3684988954552896e-14,333300000005,ap-northeast-2,6.279533717018821e-13,Hrs
aws,CloudExpansionMediaServices,2025-03-23,EC2,i-a29b17a5,6.736997790910579e-14,333300000005,ap-northeast-2,1.2687817987165459e-12,Hrs
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-edb2a099,85.52698299321982,444400000005,us-gov-east-1,3500.83573299531,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-22acbd0a,80.0843568027422,444400000005,ap-northeast-2,3307.8579375255777,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-edb2a099,2.1381745748304954,333300000005,us-gov-east-1,1.0,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-edb2a099,20.312658460889708,333300000005,us-gov-east-1,903.7341774519703,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-303ab986,2.0312658460889708,333300000005,us-gov-east-1,1.0,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-35143a1b,9.140696307400368,333300000005,us-gov-east-1,399.89210181796057,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-35143a1b,4.570348153700184,333300000005,us-gov-east-1,213.6895911577841,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-22acbd0a,13.347392800457037,333300000005,ap-northeast-2,612.3550017712579,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-22acbd0a,0.8898261866971356,333300000005,ap-northeast-2,1.0,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-22acbd0a,8.60165313807231,333300000005,ap-northeast-2,402.69056797473917,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-6c64343c,4.300826569036156,333300000005,ap-northeast-2,180.90623458563525,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-6c64343c,3.225619926777117,333300000005,ap-northeast-2,127.76592030796559,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-6c64343c,2.4192149450828375,333300000005,ap-northeast-2,95.95192660819895,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-6c64343c,1.8144112088121283,333300000005,ap-northeast-2,75.37581977135318,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-6345fc56,2.7216168132181924,333300000005,ap-northeast-2,117.25212392106243,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,S3,my-s3-bucket-6345fc56,1.3608084066090962,333300000005,ap-northeast-2,63.18033969372393,GB-Month
aws,CloudExpansionMediaServices,2025-03-23,MediaConvert,mediaconvert-resource-d8c238e0,32.794324712071685,444400000005,us-gov-east-1,4059.3639143035475,Minutes
aws,CloudExpansionMediaServices,2025-03-23,MediaConvert,mediaconvert-resource-d8c238e0,16.397162356035842,333300000005,us-gov-east-1,2330.2495312878586,Minutes
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-d213a31a,1453.6764436141327,444400000005,us-gov-east-1,5273.1486603314115,Hours
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-d213a31a,969.1176290760884,444400000005,us-gov-east-1,3539.031789364131,Hours
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-d213a31a,646.0784193840589,444400000005,us-gov-east-1,2250.642255863238,Hours
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-fcb0de6d,1292.1568387681177,444400000005,us-gov-east-1,4789.265718122029,Hours
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-e876d056,4083.509282516063,444400000005,ap-northeast-2,15067.967620626045,Hours
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-d213a31a,2111.134653339615,333300000005,us-gov-east-1,8106.360880571407,Hours
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-d213a31a,1055.5673266698075,333300000005,us-gov-east-1,4022.226183113587,Hours
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-fcb0de6d,35.18557755566025,333300000005,us-gov-east-1,1.0,Hours
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-fcb0de6d,340.1272497047157,333300000005,us-gov-east-1,1201.0843886993273,Hours
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-fcb0de6d,226.75149980314382,333300000005,us-gov-east-1,781.2812475208153,Hours
aws,CloudExpansionMediaServices,2025-03-23,MediaLive,medialive-resource-5769efd9,453.50299960628763,333300000005,us-gov-east-1,1567.8138766196607,Hours
aws,CloudExpansionMediaServices,2025-03-23,CloudFront,distribution-e9e846a3,344.34040947675277,444400000005,us-gov-east-1,3950.5890905442793,GB
aws,CloudExpansionMediaServices,2025-03-23,CloudFront,distribution-e9e846a3,43.042551184594096,333300000005,us-gov-east-1,553.6693003529283,GB
aws,CloudExpansionMediaServices,2025-03-23,CloudFront,distribution-e9e846a3,32.281913388445574,333300000005,us-gov-east-1,392.32655619731065,GB
aws,CloudExpansionMediaServices,2025-03-23,CloudFront,distribution-e9e846a3,12.10571752066709,333300000005,us-gov-east-1,146.96523655034,GB
aws,CloudExpansionMediaServices,2025-03-23,CloudFront,distribution-e9e846a3,21.185005661167413,333300000005,us-gov-east-1,262.8101426408186,GB
aws,CloudExpansionMediaServices,2025-03-23,CloudFront,distribution-bcdc3fcd,63.55501698350223,333300000005,us-gov-east-1,686.5502594323232,GB
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-1d75ec22,1120.4727609957827,444400000005,us-gov-east-1,12023.936662562768,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-1d75ec22,746.9818406638551,444400000005,us-gov-east-1,6859.044117504337,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-1d75ec22,497.9878937759034,444400000005,us-gov-east-1,5471.744556640465,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-eff69758,248.99394688795172,444400000005,us-gov-east-1,2613.0272133448243,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-eff69758,186.74546016596378,444400000005,us-gov-east-1,1844.6485238442306,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-eff69758,140.05909512447283,444400000005,us-gov-east-1,1330.2464255468892,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-eff69758,52.522160671677305,444400000005,us-gov-east-1,536.6080306716277,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-605191d3,91.9137811754353,444400000005,us-gov-east-1,1011.0852241088247,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-605191d3,68.93533588157648,444400000005,us-gov-east-1,687.2221821991983,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-605191d3,25.85075095559118,444400000005,us-gov-east-1,246.69951549547287,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-605191d3,45.23881417228456,444400000005,us-gov-east-1,454.6712643837019,Hrs
aws,CloudExpansionMediaServices,2025-03-23,ElasticSearch,elasticsearch-resource-1d75ec22,1680.709141493674,333300000005,us-gov-east-1,17634.019588349864,Hrs
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-8659c255cb68,0.0211912153406468,444400000005,us-gov-east-1,1239.2400280131892,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-8659c255cb68,0.015893411505485098,444400000005,us-gov-east-1,939.774075582878,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-8659c255cb68,0.011920058629113824,444400000005,us-gov-east-1,726.8677012387111,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-8659c255cb68,0.008940043971835367,444400000005,us-gov-east-1,494.6898869973419,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-4ad10f846ee6,0.004470021985917684,444400000005,us-gov-east-1,269.312683319809,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-4ad10f846ee6,0.0037250183215980703,444400000005,us-gov-east-1,230.7324631301502,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-4ad10f846ee6,0.006208363869330116,444400000005,us-gov-east-1,358.5642964879489,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-4a57e25b011b,0.004138909246220078,444400000005,us-gov-east-1,262.7427351893488,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-4a57e25b011b,0.0027592728308133848,444400000005,us-gov-east-1,159.00445585637678,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-4a57e25b011b,0.0009197576102711281,444400000005,us-gov-east-1,52.09650444359389,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-5a72f4a5a48c,0.026456911273777212,444400000005,ap-northeast-2,1535.1312664552017,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-5a72f4a5a48c,0.008818970424592405,444400000005,ap-northeast-2,586.922964525242,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-5a72f4a5a48c,0.0073491420204936705,444400000005,ap-northeast-2,459.04344184367216,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-9f5c7f8ee2bb,0.012248570034156117,444400000005,ap-northeast-2,805.290688241344,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-9f5c7f8ee2bb,0.00816571335610408,444400000005,ap-northeast-2,489.59802884974715,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-9f5c7f8ee2bb,0.005443808904069386,444400000005,ap-northeast-2,300.11495364120987,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-32099e7cf34d,0.005443808904069385,444400000005,ap-northeast-2,329.53040080113914,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-32099e7cf34d,0.0027219044520346925,444400000005,ap-northeast-2,164.23984925106262,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-23,Lambda,lambda-function-8659c255cb68,0.08206779759195941,333300000005,us-gov-east-1,4895.498939067682,GB-Seconds
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-f8608375,10076.191507975222,444400000005,us-gov-east-1,188182.2362418958,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-f8608375,2519.0478769938054,444400000005,us-gov-east-1,50936.339964819796,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-e2ebdb47,7557.143630981416,444400000005,us-gov-east-1,146094.78042321265,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-f8608375,5038.095753987611,333300000005,us-gov-east-1,110842.12388314662,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-f8608375,1259.5239384969027,333300000005,us-gov-east-1,25331.97711011625,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-e2ebdb47,944.6429538726769,333300000005,us-gov-east-1,17521.508091398988,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-e2ebdb47,354.2411077022539,333300000005,us-gov-east-1,6591.079483913013,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-e2ebdb47,619.9219384789443,333300000005,us-gov-east-1,13396.918942547538,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-e2ebdb47,464.9414538592082,333300000005,us-gov-east-1,9216.899433170804,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-168645a8,464.9414538592082,333300000005,us-gov-east-1,9916.676814479719,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-168645a8,309.9609692394721,333300000005,us-gov-east-1,6736.968651294301,Hrs
aws,CloudExpansionMediaServices,2025-03-26,EC2,i-168645a8,206.64064615964813,333300000005,us-gov-east-1,4183.887468822922,Hrs
aws,CloudExpansionMediaServices,2025-03-26,S3,my-s3-bucket-edb2a099,20.31328028553887,444400000005,us-gov-east-1,1.0,GB-Month
